Cleaned_Text,Score
tummy hurt !,-1
way many people cry school picnic decide want go back go public . ` confuse sad,-1
that s 7 week away I m sure get tweet night ?,0
bit excite bradie laugh loud,1
- mostley yellow green,0
"bummed do not get see manchester orchestra bc sell , spend night buying tv show itune lame",-1
back miami . miss south beach,-1
first sport banquet without katie,0
yay ! thank .. feel like ur yell we laugh loud,0
nice meet ! good bring along,1
"lol , true . ` keep eye - be not tech savvy ` alright thus far",0
"well sound delicious ! ` lay patio tom , san pool ! enjoy burger ! !",1
dinner yummy .. ` still super tired thing go enroll college .,0
"figure strong guy suppose put heavy thing top shelf , ouch !",-1
see ucla bookstore .. convince every single major university well bookstore fun far !,1
"_ crazyangel oh noo , not get ?",-1
rain,0
"haha , yeah mean mall ! -wink back-",1
1/2 day tomorrow carla come school .,0
love u ! ! love mr . player ! come visit miss girl,1
awful breezy good thing sell blanket !,0
miss concert tuesday already . ` really like time machine go see .. fun ..,0
"need dye hair , see slight hint ginger",0
"_ world lol ! poor cubby ! brewer roll ? ? ranger lose , leafs !",0
like 2 morning .. sometimes ` know exactly good .. def . figure ! .. happy mom day !,0
"home , get ready back work monday . maternity leave",0
hi serena want say good luck madrid paris month,1
"get one , usb key without fancy packaging",0
yeah .. pass last week . sad !,-1
laugh loud sun hiding he s lie how s ?,0
knw maan ! go to say thing . would become omelette other would become chapathis,0
want wish mom happy mother day !,1
thank re - tweet,1
_ beanz * * sorry hear tina ..,-1
want ! I m not 18 & c say 18 ` wan na make exception ; ),0
hey thing weekend ! kiddo .. get to love ikea,1
indo girl thai traditional clothe object tourist wat arun,0
whoa .. alcohol ` get buzz .. price,-1
` sleep . suck . one day sleep get go shopping mom . ugh .,-1
plan take flight go tonight ` sink hudson since work morning . stupid bird strike .,-1
- mom ` car break . feel violate .,-1
twa good show . even like ciara ` last song . time go bed . g ` night !,1
ugh ! ! ` infamous xbox360 ! ! ? ? * * lame .. ps3 ..,-1
"great stuff , ` wait hear !",1
homme ! good day,1
"spend day bridget small thing get wind fart lot - oh yeah , baby ! slightly broody !",0
"make leadership , butt ` still not happy ! enjoy without good friend ?",-1
"hi mel , feel unhappy take bit fry ` overdo . help `",-1
haha course ! ` favorite album time,1
I m upset us weekly uncle work apparently do not know big fan !,0
"anyone dreamwidth spare invite code lie around , could please spare one ? pretty please ?",0
mean mama,0
never see wall - e. confuse no idea guy talk .. hehe ! though !,0
hey ! ` .. round 1 . : / round 2 next week ..,0
"wake .. walk room , bug fly eye",0
` want work tomorrow . ` feel good . ` feel good 4 day =/ body need rest mind ` slow !,-1
not look forward lsat,0
enjoy great sunshine .. indoor .. ` feel good today,0
stupid msn will not sign,-1
guttered ruby get eliminate nzntm .. ` support local . haha . hosanna well not win .. !,0
- mommys gummy mother day posterr !,0
one favorite quote ever,1
go girl ! ! start day right .. get to love !,1
` say leave yesterday ! ` see house anymore get back .. tear tear,0
thank well wish hope ur day also quite successful,1
update late version adium . great app !,1
sit outside laptop kinda nice,1
_ lia grab way work,0
home work ! ! need continue pack . raerae go weekend . mya hang,0
speechless,0
"ooh know , hold hand",0
go post office try sort whole ebay hacker thing,-1
"- square b - sad ` ` , well , square ( crochet bee poly fibe ..",-1
get pedicure . love . massage not include leg / arm / foot massage today .,0
brain hurt,-1
good night fellow twitterati . back work tomorrow,1
"awake 7 hour ago , check twitter",0
want wish everyond happy mother ` day . hope ` great one !,1
"dagnamit , late power twitter update pant - no clickable link",0
smash pinky julia ` car door .. * * life ..,-1
new neighbor move .. give brazil presentation should ve give we d ! ! people go overtime,0
chill home,1
work,0
"clearly busy take care , sure fine ; take one know one ; )",1
trail street sheffield ` find pub ! number landline . go ?,0
dedicate next 2 hour clean house,0
sunday mother ` day !,0
translate xmind language .,0
happy mother day,1
"happy mothersday btw ! look bright side , chill day today",1
bored .. vector * * .. work class ..,-1
fever do not feel work,-1
finish work !,0
"no not redirect , update post website massage.dk .. next item = > publish , next item = > pulish",0
busy ` even get talk ! ! please tell get lipstick ? !,0
` call ripstick . job sell lot ..,0
sorry hear .,-1
"hey boy , wan na see tooth ? ( * * , twitter donï¿½t wan na change picture )",0
"* hug * not sad really , mess",-1
sun change default icon ` plan ?,0
password san diego show ? mine not work,0
finish watch movie ` mirror ` . like really do not anything 5 ten give // cool ..,1
"_ haze aww i^m sorry ray wise appear show yet , watch everyday except friday good aot .",0
", ` .",0
"loove guitar , play . think sound magnificent . well ..",1
poor little mba fire,-1
g ` mornin,1
mind automatically wake 7 . huge fail -- ` summer ! good morning nonetheless . go to get ready work .,-1
get to assignment tomorrow oh god mackillop swine,-1
_ bhb go concert remember derek mark host ! miss see bhb grove .,-1
` hectiv runny around woman goof making surprise,0
"monday mornin ` , back work today . good thing live job .",1
"throat reallyy sore , barely talk",-1
"new college project , want share hey mr bartender - college project",0
uggh . nice ! ` want work back - up dancer .,0
try taco n mac n cheese pizza ? ? ` cravin right good food make sick,0
ping pong tomorrow,0
mum ` day - end happy not ` day anything ..,1
haha check site get good one,1
"sound like good sort work ! jenni seem lovely , nice hear meeting ` flesh ` !",1
gettin ready school new converse come today !,0
baby drinking . god love,1
sun burn today .. arm look angry party tonight tho babe ! woop !,-1
_ nicole wow lucky happy birthday !,1
vineri .. nimic special sau probabil un alt weekend pierdut ..,0
western digital caviar black 1 tb sata 300 ncq 32 mb way ..,0
"make madeleine , need bake sale something . god . boredom need = something bake",0
want one wan na give one ? ; ),0
ah help friend move defo well deserve pint ` sure,1
clamp .. haha,0
.. oh god what s dirty letter danny everyone ? absolutely none business still feel left laugh loud,-1
: ` ` ub40-'bring cup '' ?,0
wish gm stock would turn around 80 cent share would willing buy .. know would something,1
thank - like please leave comment subscribe ! chicago another great musical . thank support .,1
", good ? _ flora",0
"tv shite , thank god youtube",0
anychance get matthew give shout mum sarah mother day ! see ' ghost girlfriend past today ',0
absolutely ..,0
I m well bored great half term do not wan na go back school monday : ` ( enjoy hot weatler lo0l ; ),0
likewise . ` know anyone use gtalk like ` not hold much hope,-1
` go to wear pink outfit ? ? assume buy,0
go look refrigerator taste snack eat,1
treat mom ` like queen ` cuz,1
wish 12hr nap ! ! let talk rachel get one .. laugh loud,0
course not come boise,-1
boss las vegas 14th a.p.p . conference .. pff,0
"although , drama , move forward , smile , count blessing everyday . action speak volume , soo inspire",1
"far absolutely perfect . great view , directly across elevator ice machine impecible weather . need bike .",1
"_ rigby well neck hurt move massage , massage u ? ! lol !",0
tweet often ` draw follower,0
_ trick ` good next 6 month go awesome .,1
- never happen =/ orange blinky light . think ` break battery,-1
"wake 5 am . clean camera gear last night wedding . really go back sleep , kid awake .",0
laugh loud yea fondue point .. chocolate lava cake really want .. will not I m mon - fri babe !,0
new phone ` sync computer .. need number,0
"make sad follow someone converse similar bio , ` follow back !",-1
keep fall asleep ` suppose awake . miss babyy ..,-1
I m ! ac house break,-1
"yes , soak sure . ` go to fast n furious . one show year reason revel moment .",1
"great day , apart fact buy usb hub soon plug , break ! ! * * tesco ! !",0
ah remember day ` sleep noon ? well guess today ? god feel like loser,-1
waitin fall boy,0
new cd lovely .,1
' the weather outside weather ' hahah make feel well,1
get home sunshine coast,0
headin home .. refresh mind soul justa lil bit .. bac reality .,1
' lock abroad ' make bein half brown good risk mgmt travelin 3rd world . blend . feel sorry hostage magnet white pepo,-1
_ youl ever no ! ! ! ! ! ! * *,0
hehehehe oh love purate english soo much,1
really not feelin well ..,-1
.. hey danny .. run already ? ? hope good day ; ) love ! !,1
` go ?,0
", take advice enjoyable small alone would ` come laugh loud",1
hey ` ?,0
poof .nirvana . work ?,0
get back baby sit . go well .,1
"yeah ` go last month ! ! amaaze , ` bring back",1
oh lot put desk year guess ` do would ok back laugh loud,1
aw . ` * * sad ? ! give ginger little pat head ! mwah !,-1
"might . one accuse guy ' one side ' issue . ` get way , way hand .",-1
alredy chocolate impossible resist ; ),1
feel nauseous ` sleep .,-1
super stress !,-1
manage breathe since get news ?,-1
"ugh , hate 90 degree weather",-1
"oh hey , look , north korea go kill we ; least we .",-1
weird dream ever ` see owi credo brighi . hate guy,-1
"happy birthday , david",1
"finish sunday cleaning , wait read next chapter kiyosaki ` book hire cleaner",0
suse ?,0
` surround negativity good thing fly guy give hope something well thank jesus,0
"think mess back , like day",-1
commie fine : youtube blogger block china . no update we china . great wall conquer,1
aww ` mee haha ` go to make sadd,0
"_ you ah ! haha ` exciting . ever come australia definitely go to movie night , fyi",1
trouble ` think help wrist .,-1
` start new week ton new photo take edit yay ! !,0
early ? ?,0
"think may time lemsip soon , cold really suck",-1
could ! extra ticket . plus two twitter giveaway ` get next time .,0
hangin fam ! head hurtin,-1
step show fantabulous ! ( hi ! ) sis ` group 2nd division 2nd show overall ! whoo !,1
that s I m make dinner yummy,1
god open cloud say hate josh,-1
"yet could not get pic be not allow , pass carpet 3d premiere no pic still wit",1
- sweet ` livin ` saturday night ?,1
wish still jam,1
"really need mind business , eat disorder not reason people vomit , asshole",-1
"go bed , night",0
- girrll ` go miss bad ! !,-1
. haha want another bagel . blueberry cream cheese leave no bagel,0
drop biscuit tea,0
"know make late night call india team member picture , struggle message . thank .",-1
lotsa water . ` already dark,0
"tiny phd ` , big keep taunt",0
"seriously underrated .. ` porridge ` , good breakfast world .. ever . ` need gloopy , long make right",0
exact moment decide point life .. go adopt child,1
sick daddy send prayer way,-1
"wow , must soo cool",1
"sick , sick , sore throat flu",-1
doin ! ! ? ? tell ! tell !,0
` know statue venetian real man scream loud everyone laugh,0
thanx peep 4 follow,1
` know write anymore ! mind must tired . ` past midnight already . tour philippine ?,-1
go shiggity shwa . back sunday .,0
"get back bbq , get sunburn leg , well sore",-1
` heir draft,-1
hahahahah ! ! 04 would chief contributor . lol .,0
often pay wait,0
imagine would say'bitch ! ' laugh loud ! haha I m not cuz ur cool,1
no go bro tonight brett,0
see couple time . like,1
"feel really sick . puke gut . help , please .",-1
meet discussion colour bikeshe,0
pour outside .. clean locker .. bookbag heavy back arm kill,-1
try soo hard toget want .. & always end goose egg ..,-1
voting hope vote white blank name mr twitter funniset,1
* bow * glad service,1
whole time ton thing would believe ` listen let prove . blve,-1
finish book ' nudge ' go write,0
no one rub,0
ha ha - much ? thank start follow .,1
ok official ' m old ! least feel likewise old & tiredd & waste ! !,-1
"* * dude .. dia 06 , 20 e 27 eu tenho curso na drc flash expert ..",-1
"wow ! ever notice twitter thousand follower , yet follow handful ( actually , less two hand ) peep .",0
ohyeahh hate heat !,-1
order new computer ! unfortunately ` get end june .,-1
"make smile .. get well , believe",1
work closing file,0
expect one man band release sometime next week,0
really ought pay attention phone tweet .. sure ! moive well .,1
whoops - get sunburnt,-1
' perfect practice make perfect ',1
wake shopping today birthday .. kinda,0
_ thompson may need pill .. think crazy .. take mine,-1
head xs nadia ! ! yee !,1
"never try ftp s3 , use fireftp ( firefox browser addin ) .. no mention s3 support site though .",0
"damnn day come fast , cherish moment",1
do not care kind graphics engine video game nowadays . nothing compare oregon trail carmen sandiego,0
hmm thinking take back feel well morning - think speak early,1
dang need go cousin do not upload video need later !,0
"hurt leave knee somehow last night , hurt walk",-1
night 5 not talk victor ` bored night . grr hate * *,-1
selfupdate clean ruby fix part fail rb - rubygem,-1
shopping beckyy . go starbuck minute .,0
"pug ready go . device update , feel free bombard time . time actually get something do .",0
"back gym , checkin ` email . go to go watch old movie something . ` little cool sit outside read !",0
like new profile pic . cute,1
get back see star strek,0
"haha say two week , please continue bre ` great",1
laugh loud try take old man eh ? good ! hehehe cute !,1
fun ! get retweete bot,1
no . bug coding . go forum reg . let know work !,-1
"` family imna crash , wake 630 3 day row .. lol",-1
thank !,1
get additional free day,0
great day . another one await,1
happy mother ` day ! hugs~,1
miss iron chef,-1
"_ cullen10 ` nice hear love , ` good friend sister * hug u *",1
hehe never thorw shoe ` listen varsity fanclub surprise surprise sway sway baby awesome,1
guy .. serious question . song like cd ? honest ! know ` reply < 33 maria,1
- nicee hey never get stickers,0
revisingg,0
2 hour find good star trek film j.j . really . ticket cost 9 euro hope worth,1
man can not belive ? everything not look good ..,-1
feel 5 pound light,0
much work !,-1
hollaa .. do not know ur I m try finish work school .. bout go bed though,0
"yeeh . also thing drummer basically , guy 2 play instrument sing I m : p",1
` crave something salty mouth ! tired pretzel tho .,-1
"yw , get really hot middle summer like 110 + right perfect ! less hour away .",1
"indeed , live life edge thing , one foot foul law ! !",-1
"- haha , head big ! laugh loud",1
45 minute I m work . guess ` go back work 15 minute . ` slow today thank god one day,1
oh no ! : | no celebrity de dong age,-1
happy mother day motherss ! < 33,1
please ` forget we,-1
new toy .,0
` work drop line . would love talk,1
blast sale today ! one pair cord mis size tho still worth ! might come back tomorrow ! thankss,1
damnit ` neither win !,0
say ! ! k4ge last day job today will not say around anymore,0
wow officially no life month ! laugh loud friend do not believe say need book advance !,0
"finally finish topic . quick revision break , far heath change conservative party ?",0
flordia- - send picture shrit ? see ur update facebook,0
"not good remembering twitter thing , sorry everybody ! leave tibet today .. head cold",-1
harley pass away december 2008,-1
soo need see I m bs 4real deadass lmao,0
get home ! not want read last chaper break dawn cause do not want beover,0
great honey base recipe & kids download - - join fun honey week,1
mm - btw talk & go . 2.95 %,0
sadly bprohibite tweeting tonight . sorry,-1
sound good . ' this patch bring .. ',1
` not much well instant .,0
"far sick sing . ` get post nasal drip sore throat , send sorry ` email",-1
fun ! twitpic ! purple hair ..,1
still work database try decide want eat .,0
make pork stir - fry brown rice dinner .,0
oh man .. not mood ` go home tomorrow .. wan na w/ family .. birthday,-1
last day dma ! million sad face .,-1
"idea , tempat apa yang pal cocok ? jupiter seru juga",0
"yes otherdad wait , go back sleep cause mischief ?",0
ouch .. wait long get eyebrow wax,-1
work weekend,0
_ com ohh get . ` 8830 think miss piston really hope joe cook something big !,0
do not win continue try keep give away fabulous watch can not wait win1,1
think may cry . sell 97 civic . no long mine .,-1
` realise long since last ` tweet ` .. ` ` know say x,0
amazing time mommas tomorrow ! show much mean whatever love,-1
"caww sound good , hope ` right",1
_ mandm helaas .. en thank !,1
one lactose pill not enough coffee .. oopse,0
try dm not follow we,-1
48 day till brighton,0
"call customer care .. try enter wrong pw see result , ' invalid user name password ' ?",0
woohoo ! ! broom be not standard .. no seatbelt mine .. * whisper * like swiffer ..,0
admit colin firth groupie point .,0
wassup beautiful ! ! follow ! ! peep new hit single def . wat video ! !,0
_ of_the_dead meet strange 10 min ago . stalk store,0
aw late ' selenagomezlast day shooting .. goodbye canada . ',0
"no , a - ha unfortunatelly norway . big family happen therefore need old hit",-1
"` not even fat ! ! huh , ? ` friggin huge ! freak .",0
rain .. miss rain much .. grateful ; ),0
calculator make lot little algebra baby today,0
"might end like poor bus driver .. , kinda weird , wish today ! :",-1
happy mother day mom ` ! !,1
` rain ! !,0
"` jerk .. ` go dammit frank , suck bad ?",-1
good morning twitt ! another gloomy day nyc !,1
last day .. back work tomorrow,0
"hey , ` good see ! follow . would nice photo !",1
time reissue albums vinyl ! yess ! would fab ! fab ! fab !,1
_ j9 jess post hawt pics board j .. check ..,0
bad newss,-1
go watch brand new episode ` hill ` can not wait ! !,0
anytime .. ya go to late ?,0
_ hope ?,0
I m go send twit folk ..,0
_ diaz notice man kid store sat.i head church sing choir 1st & 2nd service .,0
glad ` friday . get work ` tired .,0
"archetype thing comm . class study archetype popular medium . read link , thank",0
worried cousin son,-1
"watch big brothe big quiz , rather tiredd , download dvd wait till finish till go bed",-1
happy star war day ! ! may 4th !,1
tweet ! good morning twitterland ! go work 1 need keep pack clean flat ! move minus one day,1
warm wet spend day carpet clean yacht,0
red blue,0
talk late !,0
well get revise da weekend get exam monday 2 hour ! !,0
"no loic , need build scheduler let we post sleep",0
stu actually severly sunburnt .. hurt ! !,-1
ahh everyone ` today take sunny weather except might go watch tv ..,0
everything fine,1
go garden centre today . funn : / currently drink egyptian spice tea watch hollyoak,1
nat twitter acct !,0
"-- ` feel guilty like revise stuff today , haha",1
day look well well betterr .,1
happy mother ` day !,1
monday morning . let whip code today,0
ouch .. head hurt,-1
sadness air school get two award ! !,0
oh goody - ` doctor ! hooray iptv,0
need monie . school expensive .,-1
really ` get hang hash tag ?,0
dougie poynter reply,0
"mark twain quote spot , cat bugger come crime ! handy time",1
"` able manage 3 night babe , lil one depend ! ! * *",0
lathargic .. definitely need today rest . sad bout havin call mentally need,-1
"long day , head bed . iloveyou < 3",1
"make muffinss , wheat jerm aanndd psyillium husk",0
crave coffee,0
try figure use twitter,1
- ' nana ' ' nana rocks ' rhinestones & print onesie ' my nana love ',0
_ ` twitter rock !,0
yeah sure,0
"* huggle * ` see reply right away , boss hover today . ` feel pissy life",-1
head hurt bad,-1
* bow * try .. sometimes hard,-1
always tell keep suck something like fruit gum,0
"well , inspirative day . ` no room design today schedule , ` head bed",0
I m .. go work !,0
happy provide backup support murderous rampage,1
go woodland hills gna swim drink . makin well good day . yee,1
"hey tom , ` happy ` enjoy brazil , ` sad cuz ` not goin see show",0
good nite everybody ! < : baby boy : >,1
finally finish emulsione bathroom . glos work,0
rye .. happy mother day mum ily mummy laugh loud,1
oh miss truck .. could whole place move ..,-1
try watch lose online annoying slow .. internet not lose,-1
already miss biddy bop home mom ` night watch little bro get rest birthday party tomorrow : -d,0
totally plain simple .. hate thoe bridezilla show .. groom ` run far far away !,-1
today seem like good day ! even though fuel pump go car * ~xoxo~ *,1
miss,-1
play board game ! !,0
no wiffleball .. * * .,-1
happy mommas day . ge lucky momma like enjoy ur nite ! luv ya,1
feel bit lonely,-1
holla happy early mother ` day,1
imnot aloud call ! think awesomeily ! * *,1
use love lol .. awesome .. know ` ' experience ' last night,1
thank ! check next time ` target . ` hour away,0
` guy house ` go downstairs no pant,0
go get strawberry champagne tonight !,0
- ` well cool ; ) lovve ro & co shoow,1
ot ! ot ! ot !,0
* cough cough hack hack,0
"um , think miss .. jay leno ! !",-1
hott africa laugh loud yeah hot big storm,0
aww sorry ot hear least work though !,-1
follow,0
frown we google alcohol work,-1
buy new racquet $ 145 .. wish racquet half god rest .well despite recession thing fkin costly,-1
yea ` go to need put blunt,-1
dido ' we 2 little god ' ' just moment/ let stop here/ ` fill ' .. word make panic ..,-1
close three location .,0
aww .. thank bro ! glad get active twitter !,1
"recommend harney & son ( order much tea , think .",0
good morning ! ` since ` ' talk ' - keep awesome tweet .,1
` not ready tomorrow ` competition !,0
write ` scrub .,0
poor thing hang . - * * - luf joe,-1
mood shrimp scampi ` vermouth .,-1
"feel really sick watch fifth element , smoke cigg . ugh hate cold !",-1
work work work many hour spend worth ! ! letï¿½s make red irlanda big,1
save frog . thought reply would make sense . twitter work ? geht abi gut ?,0
_ meaway ` sorry hon know feel though .. ` usually crazy family gathering ` probably hold back like also,-1
girl come .. boyfriend forget `,-1
really wish could go weekend,1
will not let vote even tho I m sign,-1
heyy ur bday ? ! ! happy birthday !,1
good pic guy look good yesterday tho .. ` ya think ?,1
get ready school - second math test today also last day 3rd year ! ! next week officially 4th year,0
church ..,0
dmv,0
squirrel ! ? hate squirrel,-1
go bc make break .,-1
` not bad . try get live dream rule world . save super hero costume .,0
not happy,-1
miss water cuz well go dry,-1
get ready shop birmingham come,0
ahh ` engulf shooe . tell buy maany * * shoe,-1
' .. not academically course . ' miss already,-1
see new star trek movie . good ! ! zachary quinto amazingg,1
sushi joint close still nice lunch w/ angel !,1
yes . need listen sad sp - song,0
want go see,0
` frog ` attack chelsey .. lol ! funny,0
' dream well world ` come ' -someone could live word dude,1
dev.java.net : slow website,-1
could really fancy nap right work 7 am feel nap waste evening,0
rele do not want leave lfpa .,0
"would get trouble , not follow logic sorry",-1
look forward dinner family friendss ! happy mother day mom !,1
agree completely . ` attitude & chutzpah,1
"morning . ` monday . sigh . try positive outlook day , ` difficult already .",0
well poop . look like office ` key . ` key . neighbor ` key . bike rid .,0
no sky monday,0
congratulation xo,1
get grass,0
think go fun day,0
need new job either close home worth drive,1
wake ungodly hour go work start get old least coffee good,1
"` yaoo , not sonny",0
"pop see samson delilah arvo , hear good",1
` fun see glimpse life,1
rush .. lunchtime anyway,0
yeah .. neither huntsville would quit job one job .,0
` like see like .. must something make smile ..,-1
"_ dam haha , would cool . brianna fly haha",1
amazing ! ! good time hope good weekend .,1
crossfit run today .. agitate right leg,-1
think ` less tribute parody .,-1
celtic life ?,0
` wait 2 hand work tomorrow I m practically finished year yay ! !,0
happy mother ` day wonderful mom . -matalatine,1
wish know someone could hook we . friend tell get crappy seat show chi,-1
glad like !,1
_ shiny thank head - up . ` hour ahead .,1
"oh , say , sellout fluke . turn projector break . still think film bloody good time , tho .",0
tat psp ! father name . hw end userid ? long story .. ` vishnupsp ` user i d almost site .,0
awesome day !,1
"sweeny todd awesome movie , good",1
"yay , nekkid writing work ? keep warm ! awe 6k - always cactus 5 . good luck",1
"wow , almost get involve big fight school ! ah , anyways text ? go causin ` house , plus game crazy .",1
` know twitter ! come show tomorrow ? ? lorraine ` make,0
dog run awayy,-1
internet painfully slow today,-1
` mobile web ` let look awesome though .. no one read tweet anyway .,0
make officially unavailable good friend,-1
"know , pero available na yata eh . sa singapore , though !",0
congrats new phone !,1
_ la_mania no mask whoop,0
thinking morning . ` worry soon pass,1
sport - day charlotte,0
need mommy,0
"woman , follow",0
packing desk,0
"nj native , thank",1
"sweet usb charles marie site , buy",1
gah .. macbook pro get frickin ` hot sitting table nothing ?,-1
21 day away evict,0
* * . cover whole purse look like pattern .,0
ment 2 c tonyt frend l8 n wen get ther wernt letin priority ticket ! ` def aplyin agen tho !,0
spend qt hubby,1
fever 103 . awesome . tonsil swell ` even eat solid food . still location picture rule though,0
wish warped tour come london canada ..,0
shrunk favourite cardigan . hubby say ` buy new one . practically live ` go . shall say word ; ),-1
darn cold keep get bad buy hayfever pill try maybe ` along,-1
game ` .,0
"hello , I m good thank - tottaly tired , work lot today .. tottaly shatter !",0
really want go gig tonight,1
happy mama ` day mother,1
.. mention spending time two bff .. totally worth,1
cute pretty,1
see may 16 ! !,0
oh dear - boyle staying ..,0
send ringtone iphone ? ! not know regular ringtone,0
"morning twittie ! head college , back doc , god ` hungry streche ear today ! 10 mm ; ) payday love !",1
sleep bed tonight .. home ! !,0
"houstatlantavegas , soon later , nov . 18th , night , successful . last 2837 hour - heavenn",1
look forward . ever write 5 thing misanthrope must peace w humanity ` well,1
work,0
"feel pain man , people say ` really good ` money waste ps3",0
` really full feel sick,-1
happy mother ` day ms . pat carey,1
get home another wonderful night,1
celebrate fact norwich city get relegate yesterday . seem like awfully nice mr fry football rival !,-1
"need water , paper towel coke store feel sick go get",-1
accidently drop & screen mess,-1
wonder ankle ever stop hurt,-1
work today,0
sigh ?,-1
go school : / revien ï¿½ 15h30,0
ah good idea . library seem work that s ` not obviously .,1
hehee ! ! yea suppose sound mean .. hahhaa,-1
"correction : ' facetious ' not ' sarcastic . ' apology . oh , happy mother ` day !",0
"[ dashboard - modest mouse ] first modest mouse blip ! oyay , not bad . ?",1
` tell truth .. know skill,1
"` back later today , get plenty gold , willing help , need anything",0
besides come visit ill room u !,0
"yeah check , pretty nice site",1
` tell everyone ! food worst ! no one understand horror .,-1
beautiful lil cousin go prom today .. sad ` .. know she s go to look beautiful always ..,0
omg ! ` famous amanda woman person thingy ! hug around !,1
go 6 hour journey home,0
"go to get try catch z ` , no high school tomorrow ! really suck wish ..",-1
lady ?,0
shop till drop david .. haha .. enjoy day,1
_ club wish could last night . sound like rock ! ` wait see pix vid,1
dinner & fam .,1
' stumble .. fall .. not move ',0
sit traffic car get rain . wash sunday . ` weather know california ?,-1
` sad right . lose mobile phone earphone . waz feel little incomplete feel,-1
omg ! ! many final study ! ! freak I m gona fail,-1
obviously have not see mrs first thing morning,0
` sucky . ` miss .,-1
can not sleep ! age ..,0
tryin figure ! ! laugh loud,0
select 4 people today list . 300 pick 4 make laugh !,0
look like nap wait . ` still wait poor guy,0
happy mama ` day lady ! good day .,1
last time drama room,0
house bind acute mump bad time .. whole day ov supernatural think x,-1
anything brian ?,0
go lunch today . ` ? still need hit atm .,0
ill check,0
say morning .,0
hi : find . indeed pigment imagination,0
"yeah , ` not really feel either . course , ` like movie line , wish get animate .",-1
close try ! yummy,1
catch teevee show .,0
watch goode family premiere online .. think may last episode watch . ` pretty amazingly mediocre pass .,1
know would successful . ` start . would great coming year . good luck,1
"hope , record pit / be game find do not record .. lucky ` leafs , woulda lose",-1
_ wockeez wish go . ` not we,0
tell,0
bad day . history test tommorrow . want go sun play ..,-1
yup - work away hard ! busy busy busy,-1
fun afternoon try though .. bbq ` though .. feel bit sick,0
heey awsome . god bless .,1
"wow ! , coffee hand already outside . peaceful sunday morning .",1
justin timberlake + snl = awesome .. dude become regular,1
hey chick ! go ja pick hot guy eat jerk pork festival ? well already hot guy,0
miss mom .. ' may angel lead ',-1
apartment emptying & day .. sad .. last week 200,-1
other job like available ? sound like great experience . direct message know other .,1
one . become big pain .,-1
"well , someone tell ` two week ` go next week friend school time : p ..",0
"_ pickle lol , thank much hope ` great day !",1
seem cool,1
"horrible toothache , wink sleep * *",-1
` change profile setting,0
call win ?,0
little bit good news .,1
alright cool . see tomorrow thank !,1
bore always much fun companion . miss bff alreadyy ! !,0
"last day exeter ! last session gym , last breakfast .. last meeting come",0
"twitter will not change anything twitter , heck wrong ? ? ! !",-1
hmm .. one restaurant / one grocery sad . not dukbolgi .,-1
listen man can not move < 3 love connection gw dutch might art later .,1
"love pink , ` care . today shall not tweet hardcore work jamie ! nice day everyonee xxloser",1
show amazing . cold hope give victoria card get dvds back ; ) ha,1
greenville one last time . move md soon . ` back eastern carolina .,0
portugal derbyshire . least sun shin lawn look like percy throw gardner - in - residence ! weekend job =,0
"facebook ` load . * * , ` bored .",-1
watch new season eleven dvd,0
_ cullen10 wish right,-1
"yeah , ` way home",0
go funeral today friend classmate die car wreck last friday,-1
bubbletweet hat,-1
hard go back work morning- 4 straight day disneyland tend,-1
do draw jayk handmade gift watch old menudo vid,0
fantastic saturday,1
"shower . ` 5:55 pm . triple 5 ` ! * * , turn 5:56",0
"uh , marry ? haha kid . kind . ` hot though . know .",1
"travel world & grow diet everything think ! still , genoese grandma make pasta ..",0
plus hurt see sum1 love fall someone else ! not even kid I m well gutted . * * * *,-1
"twitter , soo ` pretty * * cool",1
nothing let ` stay quiet together . ps : cry ?,0
rain denver . course,0
"get * * door go work ` goin , ` goin ! !",0
pretty sure ` sit wrong train go wrong way .. bah !,-1
"yeeah .. much well , think !",1
nice long nap,1
& get much work,0
"_ pingpong oh , no male stripper ? lmao",-1
"omg , ` murdere ! accidently kill spider",0
"` get 3 new fren - frm germany , mexico n france havin dinner 2gather 2nite .",0
exhausted sick .. face greenish,-1
_ whincop complex much consider day like today . monday . brain back tomorrow,-1
true ` fantastic 4 sequel ? wish introduce franklin richard character .. ?,1
"ugh I m tired hardly anything play niece , I m goin bed goodnight eveyone ! < 3",0
"yï¿½n tï¿½m , sing n ? ? th ? * * ? c tr ? n tinh twitter tr ? l ? lï¿½ thï¿½ng , th ? ch sanh nh ? lï¿½m quiz mï¿½ c ? ? ? ? c cï¿½ng chï¿½a",0
good I m not complete nut case,1
new implementation test discovery unitt . time loader . good start think .,1
"ooh , love sweet potato fry ! definitely go .",1
I m go miss ya ` lol.don laugh I m serious.it bittersweet . lookin forward 2goin home can not wait till nx semester !,-1
_ vegetable 2,0
"tell verizon not send anyone 11 . show 10 . get to deal * * , dunno long ` offline .",-1
laugh loud feel like drunk right ..,-1
do not say goodnight,0
< < choose wrong career,-1
think h1n1 .. maybe cold .,0
"way sleep next 8 9 day ? way wake , ` return & ` miss much !",-1
yeah * finger cross *,0
night nurse ! ! :,0
I m salary ` make less no matter many hrs work . come territory suppose .,0
` think wallace & gromit team behind monkey island could combine disastrously ?,-1
try . ` want listen . ` know anymore . feel like ` care anymore,-1
ah . find weird ` screen name name war jazz,-1
